Hydrophobicity cutoff,Blob length,Blob hydrophobicity  class,total SNPs,Enrichment,p value,color
0.12,33,h,707,0.91,0.121,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.12,34,h,689,0.79,9.12e-05,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.12,35,h,636,0.86,0.0175,"rgb(246.37254901960785, 211.37254901960787, 211.37254901960787)"
0.12,36,h,634,0.87,0.0293,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.12,37,h,600,0.79,0.000358,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.12,38,h,611,0.88,0.0441,"rgb(246.21568627450984, 215.2156862745098, 215.2156862745098)"
0.12,39,h,540,0.93,0.301,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.12,40,h,648,0.9,0.0787,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.12,41,h,626,0.87,0.0244,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.12,42,h,632,1.24,0.000244,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.12,43,h,603,0.94,0.312,"rgb(245.58823529411765, 230.58823529411765, 230.58823529411765)"
0.12,44,h,635,1.17,0.00769,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.12,45,h,543,1.13,0.0553,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.12,46,h,598,1.0,0.95,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.12,47,h,569,0.87,0.0298,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.12,48,h,614,1.08,0.199,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.12,49,h,541,0.89,0.0786,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.12,50,h,538,1.34,2.72e-06,"rgb(161.41176470588238, 161.41176470588238, 248.41176470588235)"
0.12,51,h,551,1.07,0.292,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.12,52,h,534,0.75,2.92e-05,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.12,53,h,592,1.36,3.51e-07,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.12,54,h,481,0.82,0.00682,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.12,55,h,566,0.99,0.898,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.12,56,h,484,1.14,0.0456,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.12,57,h,582,1.19,0.00378,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.12,58,h,527,0.77,0.000196,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.12,59,h,421,0.89,0.147,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.12,60,h,485,0.9,0.145,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.12,61,h,551,1.24,0.000733,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.12,62,h,410,0.82,0.0103,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.12,63,h,422,0.81,0.00763,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.12,64,h,460,1.02,0.748,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.12,65,h,437,0.87,0.0708,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.12,66,h,489,0.97,0.657,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.12,67,h,369,0.71,4.43e-05,"rgb(247.94117647058823, 172.94117647058823, 172.94117647058823)"
0.12,68,h,447,0.8,0.00303,"rgb(247.0, 196.0, 196.0)"
0.12,69,h,425,1.2,0.00877,"rgb(196.0, 196.0, 247.0)"
0.12,70,h,523,1.36,1.51e-06,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.12,71,h,439,1.21,0.00704,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.12,72,h,406,1.21,0.0103,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.12,73,h,432,1.76,3.2e-16,"rgb(57.64705882352943, 57.64705882352943, 252.64705882352942)"
0.12,74,h,422,1.12,0.11,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.12,75,h,447,1.41,6.62e-07,"rgb(144.1176470588236, 144.1176470588236, 249.11764705882354)"
0.12,76,h,360,0.85,0.0523,"rgb(246.52941176470588, 207.52941176470588, 207.52941176470588)"
0.12,77,h,379,0.97,0.785,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.12,78,h,325,0.62,1.74e-07,"rgb(248.80392156862746, 151.80392156862746, 151.80392156862746)"
0.12,79,h,418,1.49,1.73e-08,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.12,80,h,456,1.09,0.19,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.12,81,h,322,0.83,0.0338,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.12,82,h,344,1.03,0.679,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.12,83,h,375,0.91,0.248,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.12,84,h,450,1.22,0.00485,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.12,85,h,322,0.98,0.833,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.12,86,h,342,1.17,0.0447,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.12,87,h,367,1.02,0.78,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.12,88,h,371,1.61,1.76e-10,"rgb(94.15686274509804, 94.15686274509804, 251.15686274509804)"
0.12,89,h,261,0.78,0.0154,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.12,90,h,350,1.93,6.33e-18,"rgb(15.37254901960783, 15.37254901960783, 254.37254901960782)"
0.12,91,h,476,1.57,9.67e-12,"rgb(105.68627450980392, 105.68627450980392, 250.68627450980392)"
0.12,92,h,311,1.35,0.000301,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.12,93,h,226,0.79,0.0264,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.12,94,h,295,1.33,0.000755,"rgb(163.33333333333334, 163.33333333333334, 248.33333333333334)"
0.12,95,h,313,1.53,1.82e-07,"rgb(115.29411764705883, 115.29411764705883, 250.29411764705884)"
0.12,96,h,265,1.28,0.0065,"rgb(176.7843137254902, 176.7843137254902, 247.7843137254902)"
0.12,97,h,308,1.39,6.5e-05,"rgb(149.88235294117646, 149.88235294117646, 248.8823529411765)"
0.12,98,h,236,0.79,0.0263,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.12,99,h,328,1.82,4.47e-14,"rgb(44.19607843137254, 44.19607843137254, 253.19607843137254)"
0.12,100,h,344,2.07,2.9600000000000004e-21,"rgb(0.0, 0.0, 255.0)"
0.13,1,h,19,1.79,0.0637,"rgb(49.9607843137255, 49.9607843137255, 252.9607843137255)"
0.13,2,h,9,0.0,0.00183,"rgb(255.0, 0.0, 0.0)"
0.13,3,h,351,0.6,3.94e-09,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.13,4,h,250,0.56,3.49e-08,"rgb(249.4313725490196, 136.4313725490196, 136.4313725490196)"
0.13,5,h,292,0.43,6.5e-17,"rgb(250.68627450980392, 105.68627450980394, 105.68627450980394)"
0.13,6,h,424,0.77,0.000582,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.13,7,h,442,0.74,7.36e-05,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.13,8,h,530,0.76,6.75e-05,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.13,9,h,447,0.74,8e-05,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.13,10,h,500,0.93,0.314,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.13,11,h,638,0.75,2.89e-06,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.13,12,h,545,0.69,5.15e-08,"rgb(248.09803921568627, 169.09803921568627, 169.09803921568627)"
0.13,13,h,711,0.89,0.0572,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.13,14,h,603,0.85,0.00828,"rgb(246.52941176470588, 207.52941176470588, 207.52941176470588)"
0.13,15,h,658,1.04,0.49,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.13,16,h,611,0.84,0.00562,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.13,17,h,585,0.76,2.53e-05,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.13,18,h,596,0.71,1.63e-07,"rgb(247.94117647058823, 172.94117647058823, 172.94117647058823)"
0.13,19,h,666,0.8,0.000361,"rgb(247.0, 196.0, 196.0)"
0.13,20,h,754,0.71,3.91e-09,"rgb(247.94117647058823, 172.94117647058823, 172.94117647058823)"
0.13,21,h,678,0.76,7.68e-06,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.13,22,h,666,1.0,0.976,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.13,23,h,615,0.74,1.98e-06,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.13,24,h,666,0.79,0.000111,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.13,25,h,696,0.75,2.49e-06,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.13,26,h,700,0.72,5.17e-08,"rgb(247.7843137254902, 176.7843137254902, 176.7843137254902)"
0.13,27,h,885,0.81,4.4e-05,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.13,28,h,686,1.01,0.793,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.13,29,h,756,1.04,0.484,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.13,30,h,585,0.67,1.2e-09,"rgb(248.33333333333334, 163.33333333333331, 163.33333333333331)"
0.13,31,h,688,0.99,0.908,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.13,32,h,697,1.0,1.0,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.13,33,h,750,0.91,0.119,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.13,34,h,669,0.8,0.00022,"rgb(247.0, 196.0, 196.0)"
0.13,35,h,642,0.82,0.00109,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.13,36,h,670,0.99,0.906,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.13,37,h,623,0.76,1.24e-05,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.13,38,h,597,0.9,0.112,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.13,39,h,571,1.0,0.975,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.13,40,h,619,0.87,0.0296,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.13,41,h,623,0.84,0.00556,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.13,42,h,610,1.07,0.246,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.13,43,h,607,0.96,0.519,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.13,44,h,658,1.09,0.122,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.13,45,h,552,1.03,0.601,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.13,46,h,603,1.11,0.0862,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.13,47,h,596,0.96,0.496,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.13,48,h,614,1.04,0.456,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.13,49,h,521,0.84,0.0119,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.13,50,h,568,1.33,2.71e-06,"rgb(163.33333333333334, 163.33333333333334, 248.33333333333334)"
0.13,51,h,604,1.21,0.00187,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.13,52,h,562,0.78,0.000167,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.13,53,h,581,1.34,1.75e-06,"rgb(161.41176470588238, 161.41176470588238, 248.41176470588235)"
0.13,54,h,489,0.83,0.00876,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.13,55,h,570,1.04,0.499,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.13,56,h,503,1.14,0.0545,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.13,57,h,609,1.13,0.0388,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.13,58,h,506,0.71,1.22e-06,"rgb(247.94117647058823, 172.94117647058823, 172.94117647058823)"
0.13,59,h,451,0.96,0.594,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.13,60,h,470,0.9,0.158,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.13,61,h,543,1.2,0.00417,"rgb(196.0, 196.0, 247.0)"
0.13,62,h,432,0.77,0.000572,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.13,63,h,442,1.01,0.856,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.13,64,h,444,0.95,0.497,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.13,65,h,474,0.87,0.0451,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.13,66,h,485,1.02,0.728,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.13,67,h,364,0.72,7.28e-05,"rgb(247.7843137254902, 176.7843137254902, 176.7843137254902)"
0.13,68,h,437,0.86,0.0374,"rgb(246.37254901960785, 211.37254901960787, 211.37254901960787)"
0.13,69,h,412,1.17,0.0293,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.13,70,h,491,1.3,7.76e-05,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.13,71,h,474,1.42,1.76e-07,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.13,72,h,393,1.22,0.00703,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.13,73,h,438,1.72,3.19e-15,"rgb(67.25490196078434, 67.25490196078434, 252.25490196078434)"
0.13,74,h,422,1.2,0.012,"rgb(196.0, 196.0, 247.0)"
0.13,75,h,467,1.4,5.29e-07,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.13,76,h,362,0.87,0.102,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.13,77,h,391,1.05,0.534,"rgb(232.50980392156862, 232.50980392156862, 245.50980392156865)"
0.13,78,h,311,0.62,2.25e-07,"rgb(248.80392156862746, 151.80392156862746, 151.80392156862746)"
0.13,79,h,388,1.37,1.72e-05,"rgb(153.72549019607843, 153.72549019607843, 248.72549019607845)"
0.13,80,h,419,1.11,0.137,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.13,81,h,298,0.69,6.8e-05,"rgb(248.09803921568627, 169.09803921568627, 169.09803921568627)"
0.13,82,h,331,1.16,0.0625,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.13,83,h,329,0.78,0.00457,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.13,84,h,415,1.12,0.107,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.13,85,h,323,0.94,0.478,"rgb(245.58823529411765, 230.58823529411765, 230.58823529411765)"
0.13,86,h,343,1.17,0.0502,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.13,87,h,358,1.14,0.0892,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.13,88,h,375,1.51,4.09e-08,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.13,89,h,243,0.82,0.0605,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.13,90,h,367,1.93,1.37e-18,"rgb(15.37254901960783, 15.37254901960783, 254.37254901960782)"
0.13,91,h,470,1.6,1.74e-12,"rgb(98.00000000000001, 98.00000000000001, 251.0)"
0.13,92,h,307,1.4,4.98e-05,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.13,93,h,233,0.87,0.176,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.13,94,h,289,1.11,0.216,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.13,95,h,311,1.51,4.97e-07,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.13,96,h,261,1.3,0.00431,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.13,97,h,318,1.5,7.11e-07,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.13,98,h,221,0.9,0.317,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.13,99,h,319,1.92,3.65e-16,"rgb(19.21568627450981, 19.21568627450981, 254.2156862745098)"
0.13,100,h,319,2.05,2.03e-19,"rgb(0.0, 0.0, 255.0)"
0.14,1,h,51,0.99,1.0,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.14,2,h,28,0.44,0.0174,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.14,3,h,394,0.66,2.69e-07,"rgb(248.41176470588235, 161.41176470588235, 161.41176470588235)"
0.14,4,h,305,0.52,1.22e-11,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.14,5,h,361,0.47,2.25e-17,"rgb(250.29411764705884, 115.29411764705883, 115.29411764705883)"
0.14,6,h,494,0.79,0.00133,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.14,7,h,525,0.8,0.00145,"rgb(247.0, 196.0, 196.0)"
0.14,8,h,589,0.69,2.19e-08,"rgb(248.09803921568627, 169.09803921568627, 169.09803921568627)"
0.14,9,h,548,0.65,4.01e-10,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.14,10,h,611,0.99,0.854,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.14,11,h,703,0.74,6.59e-07,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.14,12,h,653,0.72,2.09e-07,"rgb(247.7843137254902, 176.7843137254902, 176.7843137254902)"
0.14,13,h,785,0.88,0.0209,"rgb(246.21568627450984, 215.2156862745098, 215.2156862745098)"
0.14,14,h,688,0.86,0.0103,"rgb(246.37254901960785, 211.37254901960787, 211.37254901960787)"
0.14,15,h,728,1.0,0.977,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.14,16,h,677,0.75,3.56e-06,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.14,17,h,703,0.79,0.000106,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.14,18,h,701,0.78,2.69e-05,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.14,19,h,773,0.77,4.37e-06,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.14,20,h,830,0.77,1.7e-06,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.14,21,h,782,0.78,1.24e-05,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.14,22,h,746,0.96,0.471,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.14,23,h,663,0.77,3.04e-05,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.14,24,h,756,0.79,2.28e-05,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.14,25,h,783,0.83,0.00101,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.14,26,h,826,0.82,0.000286,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.14,27,h,981,0.94,0.219,"rgb(245.58823529411765, 230.58823529411765, 230.58823529411765)"
0.14,28,h,732,0.99,0.822,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.14,29,h,807,0.95,0.366,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.14,30,h,652,0.68,5.9e-10,"rgb(248.1764705882353, 167.1764705882353, 167.1764705882353)"
0.14,31,h,780,1.11,0.0537,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.14,32,h,767,0.96,0.477,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.14,33,h,797,0.94,0.24,"rgb(245.58823529411765, 230.58823529411765, 230.58823529411765)"
0.14,34,h,743,0.84,0.00318,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.14,35,h,735,0.92,0.128,"rgb(245.8235294117647, 224.8235294117647, 224.8235294117647)"
0.14,36,h,717,0.96,0.446,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.14,37,h,670,0.86,0.0162,"rgb(246.37254901960785, 211.37254901960787, 211.37254901960787)"
0.14,38,h,646,0.88,0.0354,"rgb(246.21568627450984, 215.2156862745098, 215.2156862745098)"
0.14,39,h,657,0.92,0.152,"rgb(245.8235294117647, 224.8235294117647, 224.8235294117647)"
0.14,40,h,664,1.04,0.455,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.14,41,h,613,0.76,2.01e-05,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.14,42,h,712,1.2,0.00104,"rgb(196.0, 196.0, 247.0)"
0.14,43,h,667,0.9,0.0991,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.14,44,h,627,0.97,0.628,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.14,45,h,611,1.11,0.077,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.14,46,h,637,1.18,0.00527,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.14,47,h,647,0.97,0.655,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.14,48,h,665,1.04,0.492,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.14,49,h,533,0.9,0.137,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.14,50,h,569,1.11,0.0827,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.14,51,h,643,1.14,0.0237,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.14,52,h,704,1.12,0.0449,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.14,53,h,575,1.4,2.26e-08,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.14,54,h,482,0.81,0.00419,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.14,55,h,596,1.07,0.24,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.14,56,h,497,1.04,0.512,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.14,57,h,576,1.05,0.422,"rgb(232.50980392156862, 232.50980392156862, 245.50980392156865)"
0.14,58,h,519,0.8,0.0017,"rgb(247.0, 196.0, 196.0)"
0.14,59,h,453,0.94,0.437,"rgb(245.58823529411765, 230.58823529411765, 230.58823529411765)"
0.14,60,h,437,0.99,0.971,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.14,61,h,566,1.3,2.78e-05,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.14,62,h,476,1.0,0.944,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.14,63,h,456,1.07,0.347,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.14,64,h,445,0.92,0.271,"rgb(245.8235294117647, 224.8235294117647, 224.8235294117647)"
0.14,65,h,515,1.1,0.16,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.14,66,h,427,0.86,0.0535,"rgb(246.37254901960785, 211.37254901960787, 211.37254901960787)"
0.14,67,h,367,0.65,3.44e-07,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.14,68,h,422,1.02,0.794,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
